m_id,prime,C1,C2,C3,C4,C5,C6,Valence,Arousal,like,u_id
87,none,1,1,1,1,2,1,0,0,0,14
23,popular,1,0,-2,1,-2,1,1,0,0,14
42,none,1,0,0,0,1,0,0,0,0,14
45,none,0,-1,1,0,1,-1,-1,-1,-1,14
36,popular,-2,-2,2,-2,1,-2,-2,-2,-1,14
2,popular,1,2,-2,1,-2,0,1,1,2,14
37,popular,2,0,-1,1,1,-1,0,1,0,14
42,va,1,0,0,0,1,1,0,1,2,3
61,none,0,1,1,-2,-2,0,-1,-2,1,14
26,va,1,2,-2,1,-2,-2,2,1,1,14
7,none,0,-1,2,0,-1,0,-1,1,1,3
70,none,-1,-2,2,-2,0,-2,-1,-2,0,14
37,none,1,1,-2,0,2,2,2,1,1,3
25,none,1,-1,1,-1,2,-1,0,-1,-1,14
46,lyrics,0,-2,0,0,-1,-1,1,0,0,14
79,lyrics,2,1,0,1,0,-1,0,1,1,14
55,va,1,1,-1,1,1,1,1,1,1,3
56,popular,2,1,1,1,0,-2,-1,1,-1,14
47,popular,1,1,-1,0,1,2,2,0,2,3
39,va,1,1,-1,1,0,1,1,1,0,3
1,va,1,0,0,0,1,-2,0,1,0,14
2,va,1,1,-1,1,-1,0,0,1,1,3
11,none,-1,0,1,-2,-2,1,-1,-1,0,14
78,none,1,0,-1,1,0,0,0,1,0,3
75,popular,1,1,2,1,2,-1,0,1,0,14
49,lyrics,2,2,-2,1,-2,0,2,1,2,14
79,popular,1,1,-2,2,0,2,1,2,2,3
67,va,2,-1,2,1,1,-1,-1,1,-1,14
71,popular,1,1,-1,0,0,1,1,0,2,3
73,va,2,1,-1,1,-2,-2,1,1,1,14
25,lyrics,1,1,-2,-1,2,2,1,-1,1,3
65,lyrics,-1,1,0,-2,0,1,-1,-1,1,8
43,va,1,1,1,0,0,0,0,1,2,8
61,none,-1,1,1,-2,-1,0,-1,-1,1,8
35,lyrics,2,0,0,2,0,-2,0,2,1,8
8,none,1,-1,1,1,-1,-2,0,2,0,8
82,popular,0,0,0,1,-2,-2,-1,1,0,8
4,va,1,2,1,-1,0,0,-1,0,2,8
2,popular,1,0,0,2,-2,-1,0,2,2,8
25,none,-2,-1,0,-2,2,0,0,0,0,8
37,popular,1,1,-2,1,2,0,1,1,1,8
42,none,1,0,1,1,1,1,-1,1,2,8
72,none,1,0,-1,1,-2,-1,0,1,0,8
18,none,1,1,0,1,1,-1,-1,0,2,8
17,none,1,-1,1,1,1,-2,-1,2,0,8
93,lyrics,1,0,1,1,-2,0,0,0,1,8
66,none,1,0,0,0,-1,-2,0,0,0,8
13,va,-1,-2,1,-1,-2,-2,-1,-1,-1,8
44,lyrics,1,1,-1,0,-1,0,1,0,1,8
36,popular,-2,-1,0,-2,0,0,-1,-2,0,8
23,popular,2,1,-1,1,0,-1,1,1,2,8
40,lyrics,1,-1,0,1,0,-2,-1,2,1,8
89,none,0,1,-2,-1,-1,1,1,0,0,8
45,none,-1,-1,-1,1,0,-2,-1,1,-1,8
81,none,0,-1,1,0,0,-2,-1,0,-1,8
77,lyrics,1,1,-2,-1,0,2,2,0,1,8
62,none,1,0,1,1,-1,-2,-1,1,0,8
16,lyrics,0,1,1,-1,1,1,0,-1,2,8
100,none,2,1,-2,0,1,-2,0,1,1,8
53,none,1,1,-1,0,1,1,1,0,1,8
6,lyrics,-1,-1,1,1,0,-2,-1,0,0,8
10,none,1,1,-2,0,1,-2,0,1,1,8
11,none,-2,-1,0,0,-1,0,-1,-2,0,8
14,va,0,-1,0,1,1,-2,0,0,0,8
58,va,0,0,-1,1,1,0,0,1,0,8
87,none,1,1,1,1,1,1,0,1,1,8
22,popular,0,1,-1,0,-1,0,-1,1,0,8
86,lyrics,1,2,-2,-1,1,0,1,1,2,8
9,none,1,2,-2,0,-1,1,1,0,2,8
30,none,-1,-2,1,2,1,-2,-2,2,-1,8
92,popular,1,1,1,2,1,-2,0,1,2,8
75,popular,-2,-2,0,-1,1,-2,-1,-1,0,8
12,none,2,1,-1,1,-1,-2,0,1,2,8
52,va,-1,1,-2,-1,0,0,1,0,1,8
99,va,1,2,-1,0,-1,1,1,1,1,8
64,lyrics,0,-2,0,1,1,-2,0,-2,-1,8
90,lyrics,2,1,-1,1,1,-1,0,1,2,8
50,lyrics,1,1,1,0,0,0,1,1,2,8
34,popular,0,1,1,-1,-1,-1,1,1,1,8
60,lyrics,1,-1,-1,1,-1,-1,1,1,1,8
27,lyrics,-1,-1,0,-2,1,1,1,-1,0,8
19,lyrics,-1,-1,1,-2,-1,-2,-1,-2,-2,10
77,lyrics,2,1,-2,1,-2,2,1,1,-1,10
85,none,2,1,0,2,-1,-1,0,2,-1,10
76,popular,2,1,-1,2,0,-2,0,2,1,10
30,none,2,1,-2,2,0,-2,0,2,1,10
83,va,2,2,-1,1,-2,1,1,1,1,10
51,va,0,1,1,-1,-1,1,1,0,0,10
25,none,1,1,1,-2,1,1,-1,-1,-1,10
27,lyrics,0,1,1,-2,1,1,-1,-1,1,10
93,lyrics,2,1,1,1,-2,1,-1,1,0,10
79,lyrics,2,1,1,2,-2,1,1,2,0,10
46,lyrics,1,1,1,1,-2,1,0,1,-1,10
88,lyrics,-2,-1,1,-2,-1,-2,0,-2,-2,10
6,lyrics,1,0,1,0,-2,-2,-1,0,-1,10
81,none,0,-1,1,1,-2,-2,0,1,1,10
88,none,-2,1,-1,-2,-2,-2,1,-2,1,15
92,va,1,1,-1,1,1,2,1,1,1,15
16,popular,1,1,0,0,-1,0,0,-1,1,8
79,none,2,0,-1,2,-1,-1,1,2,1,8
48,lyrics,1,1,-1,1,1,1,1,1,0,15
10,popular,1,1,-1,0,0,-1,0,0,1,8
38,popular,-2,1,-1,0,1,-1,2,-2,2,15
65,popular,-1,0,1,-2,-1,1,1,-1,0,8
94,va,1,2,-1,1,1,2,1,0,2,15
41,none,0,-1,2,1,-1,-2,-2,2,0,8
3,popular,1,2,-1,-1,1,0,1,0,1,8
8,popular,-1,-1,0,0,0,-2,0,1,0,8
88,va,0,1,-1,-2,0,0,1,-2,0,8
27,va,1,1,-1,1,2,2,1,-1,2,15
89,va,2,2,-2,0,-1,1,2,1,1,8
73,popular,1,1,-1,2,1,1,1,1,1,15
75,none,-1,-2,0,-1,0,-2,0,0,0,8
18,popular,2,1,1,1,1,-1,0,1,2,8
68,popular,1,1,-1,1,0,0,1,1,0,15
46,popular,1,2,-2,1,2,1,1,1,1,15
44,popular,1,2,-2,0,-1,0,2,0,1,8
90,none,1,0,1,2,0,-2,0,2,2,8
45,popular,1,1,-1,1,0,1,1,-1,1,15
70,va,-2,-1,1,-2,-1,1,-1,-2,0,8
38,va,-2,-1,1,-2,-1,-1,-1,-2,0,8
96,none,-1,0,-1,-2,1,1,1,-2,0,8
56,va,1,1,-2,1,-1,-1,-1,1,1,15
6,none,0,-1,1,1,0,-2,-1,1,0,8
46,none,-1,1,-1,-1,0,1,1,0,0,8
67,none,-2,-2,0,1,2,-1,-1,0,-1,8
58,popular,1,1,-1,1,-1,-1,-2,1,-1,15
32,lyrics,1,2,0,0,0,0,1,1,2,8
63,va,1,1,-1,1,-1,-1,1,1,1,8
69,none,0,-1,1,0,0,-1,-1,0,0,8
68,none,1,0,1,0,1,0,-1,1,1,8
63,lyrics,-1,2,2,1,0,1,-1,1,1,15
45,va,-1,-1,0,0,0,-1,0,0,0,8
29,none,1,-1,1,0,1,-1,0,1,1,8
24,va,-2,-2,2,-1,-1,-2,-2,-2,-2,15
86,popular,1,1,-1,-2,0,-1,1,-1,0,8
7,va,1,-1,0,1,0,-1,-1,1,1,8
90,popular,2,2,-2,2,1,-1,2,2,2,15
60,popular,2,1,-1,1,-1,-2,1,1,1,8
85,popular,1,1,0,1,-1,-1,0,1,1,8
71,va,1,1,1,-1,2,1,-1,1,0,15
54,lyrics,-1,0,1,-1,0,0,-1,0,1,8
58,none,0,-1,0,0,0,-1,-1,0,0,8
59,popular,1,2,-1,1,1,2,2,1,2,15
51,none,0,1,-1,-2,1,1,1,-2,0,8
97,va,2,2,-2,1,1,1,2,1,2,8
97,lyrics,1,2,-2,1,2,1,1,1,2,15
33,popular,1,0,0,1,1,-1,0,1,2,8
57,none,1,1,-2,1,2,0,1,1,0,8
23,none,1,0,-1,2,1,0,1,1,2,8
74,popular,-2,1,-2,-2,2,1,1,-2,0,8
17,va,1,0,1,1,1,-2,0,1,0,8
13,popular,-1,-1,1,-2,-1,-1,-1,-2,0,8
4,none,1,1,1,-1,0,0,-1,1,2,8
48,va,1,0,-1,1,-1,-2,1,1,0,8
55,popular,1,2,-2,1,2,1,1,2,-1,15
83,lyrics,1,1,-2,-2,2,2,2,0,0,8
32,va,2,2,-1,2,-1,1,1,2,1,15
25,va,-1,-1,0,-1,1,-1,0,-1,0,8
36,none,-1,-2,2,-1,1,1,-2,-2,1,15
56,none,2,1,-1,1,-1,-2,-1,1,1,8
14,lyrics,0,0,1,0,0,-2,-1,-1,0,8
12,popular,1,0,1,1,-1,0,-1,1,-1,15
77,popular,2,2,-2,-1,1,2,2,0,1,8
82,lyrics,0,-1,2,1,0,-1,-1,1,1,8
31,lyrics,1,1,-1,-2,1,1,1,0,0,15
72,va,1,1,-1,1,-2,-2,0,1,0,8
62,va,2,1,-1,2,-1,-2,1,2,1,8
78,lyrics,1,0,1,1,0,-2,-1,1,2,8
22,lyrics,1,0,1,1,1,0,-2,1,-1,15
69,lyrics,-1,0,1,-1,2,0,1,1,-1,15
95,va,2,2,-2,2,2,1,2,2,0,15
15,va,1,1,1,1,0,1,-1,-2,1,15
54,popular,0,1,1,1,-1,1,1,1,-1,15
50,va,0,-1,1,1,-1,1,1,1,-1,15
25,popular,-1,-1,1,-1,2,1,-1,-1,-2,15
91,va,-1,1,2,-1,1,0,-1,0,-1,15
98,lyrics,2,1,-1,1,1,0,1,1,-1,15
30,va,2,2,-2,2,-1,-2,2,2,2,15
37,lyrics,1,0,-2,1,2,0,1,1,1,15
21,va,2,2,-2,2,2,1,2,2,2,15
9,va,2,2,-2,2,0,2,2,2,2,15
86,lyrics,2,0,0,-2,-2,0,0,-1,0,14
53,none,2,1,-2,1,0,-2,1,1,0,14
82,none,1,1,-1,1,1,1,2,2,1,15
68,va,1,1,-2,0,-2,-1,1,1,0,14
84,lyrics,2,1,-2,0,-2,0,1,-1,0,14
47,lyrics,1,2,-2,1,2,2,2,2,2,15
6,lyrics,0,-1,-1,-2,-1,-2,-1,0,-2,14
41,popular,-1,-1,2,1,0,0,-1,1,0,14
82,popular,1,2,-2,1,-2,-2,1,1,0,14
13,va,-1,-1,1,-2,-2,-1,-1,-2,-1,14
89,popular,1,2,-2,2,1,2,2,1,2,15
51,lyrics,-2,-1,2,-2,-1,-1,-1,-2,1,15
53,popular,1,1,-1,1,-1,0,0,1,-1,15
14,none,0,0,2,1,-1,-2,-2,1,-1,15
34,va,2,2,-2,2,2,1,2,1,2,15
10,va,1,1,-1,1,1,1,1,2,0,15
8,lyrics,-1,-1,1,-1,-1,-2,-2,1,-2,15
42,va,1,2,-2,1,-1,1,1,1,1,15
18,lyrics,1,0,-2,0,-1,1,-1,1,0,15
99,popular,1,2,-2,2,-2,-1,2,2,2,15
60,va,2,2,-2,2,2,-2,2,2,2,15
100,va,1,1,0,1,1,1,1,1,0,15
80,popular,0,-1,1,0,0,-1,-1,1,0,8
99,lyrics,1,1,-2,-1,-1,-1,1,0,0,8
71,lyrics,1,1,1,-1,1,-1,-1,0,2,8
100,popular,2,1,-2,1,0,-2,0,1,1,8
24,lyrics,0,1,-1,-1,1,-2,-1,-1,0,8
66,popular,2,1,0,0,-2,-1,0,0,1,8
55,none,1,0,1,2,1,-1,1,1,1,8
59,va,0,1,-2,-2,0,1,2,-2,0,8
5,popular,-2,1,-2,-2,2,2,1,-2,0,8
50,none,1,1,1,1,-1,-1,0,1,2,8
49,va,2,1,-2,1,-1,1,2,1,2,8
84,none,1,1,1,-1,-2,-1,0,0,1,8
35,popular,1,0,0,2,-2,-2,1,2,0,8
19,popular,-1,-1,1,-2,0,-2,-2,-2,0,8
34,none,2,1,-2,1,-1,-2,2,1,2,8
36,lyrics,0,1,0,-2,-1,0,0,-1,1,8
12,lyrics,2,2,-2,2,0,-2,1,2,2,8
64,popular,0,-1,0,0,0,-2,-1,-2,-1,8
31,va,1,1,-1,0,0,1,2,1,2,8
61,popular,0,1,1,-2,-1,0,1,-2,1,8
39,popular,1,2,-2,0,-1,0,2,0,1,8
15,none,-1,-2,2,0,0,-1,-1,0,0,8
40,va,1,0,0,2,0,-2,0,2,0,8
53,va,0,1,-1,0,1,0,1,1,1,8
52,popular,1,1,-1,0,-1,0,2,0,1,8
21,popular,1,2,-2,-1,0,2,2,0,1,8
47,va,0,2,-2,-1,-1,2,2,-1,1,8
9,lyrics,1,1,-1,-1,-1,0,1,0,2,8
91,lyrics,1,-1,1,0,-2,-1,-1,0,0,8
26,none,1,0,1,1,-1,-2,0,1,1,8
81,lyrics,1,0,1,1,-2,-2,-1,2,0,8
37,va,2,1,0,0,2,1,2,0,0,8
22,none,2,-1,0,1,0,-2,-1,2,1,8
30,popular,-1,0,0,1,0,-2,0,2,0,8
95,none,2,1,1,0,1,-1,-1,1,1,8
11,lyrics,0,1,-1,-1,0,0,0,0,0,8
98,none,1,1,-1,2,-2,-2,1,2,0,8
73,none,1,2,-2,0,-1,1,2,2,0,8
94,popular,1,2,0,-1,0,1,1,-1,2,8
43,lyrics,1,1,1,1,-1,-1,1,1,2,8
17,lyrics,1,-1,1,1,-1,-2,0,1,-1,15
87,va,1,0,1,1,2,1,-1,1,0,8
1,none,1,-1,1,-1,0,-2,0,1,-1,15
20,va,-1,2,1,-2,-2,0,2,-2,1,8
27,none,0,0,0,0,2,1,1,-1,0,8
28,lyrics,2,1,1,1,1,1,1,1,2,8
42,popular,2,1,1,1,0,-1,-1,1,2,8
78,popular,1,1,1,1,-2,0,1,2,0,15
92,lyrics,1,1,1,-1,1,-2,0,1,2,8
65,none,1,2,2,-1,-2,2,2,-2,2,15
76,none,0,-1,1,1,-1,-2,0,1,0,8
2,none,2,1,-1,1,-2,-1,1,1,2,8
93,va,2,2,-2,0,-2,-1,2,0,1,8
72,lyrics,1,0,-1,1,1,0,1,2,0,15
1,lyrics,1,-1,0,-1,1,1,0,1,2,8
28,va,2,2,-2,2,2,1,2,2,2,15
41,lyrics,0,-2,-2,2,1,-2,0,2,-2,15
52,none,1,2,-2,1,1,1,1,1,1,15
79,va,2,2,-1,1,0,0,1,2,1,15
23,va,1,1,-2,2,1,2,2,1,2,15
11,va,-1,-1,2,-2,-1,1,-2,-1,-1,15
4,va,1,1,-1,0,-2,0,1,0,0,14
69,popular,1,-1,1,1,-2,0,-1,0,0,14
14,va,2,0,0,0,-2,-2,0,0,-1,14
43,none,2,1,-2,1,0,1,0,1,-1,15
62,none,2,2,-2,1,-2,-2,2,1,1,14
65,lyrics,-2,0,2,-2,-2,1,-1,-2,0,14
35,lyrics,2,2,-2,2,-2,-2,2,2,1,14
55,lyrics,2,1,-2,1,1,-2,1,1,0,14
64,none,-1,-2,2,-1,1,-2,-2,0,-2,15
90,lyrics,2,0,-2,2,-2,-2,1,2,0,14
81,popular,1,-1,2,1,0,-2,-2,1,-2,15
84,va,1,1,-2,1,-2,1,2,1,1,15
88,lyrics,-2,-2,2,-2,-1,-1,-1,-2,0,14
74,va,-1,-1,1,-1,2,-2,-2,0,-2,15
50,lyrics,2,1,-2,1,-2,-2,1,1,1,14
98,va,2,0,1,1,0,-2,0,1,0,14
96,va,1,0,-1,0,1,-1,1,0,-1,15
81,none,1,2,0,1,-2,-2,1,1,0,14
83,none,1,2,-1,1,-1,-1,1,1,0,15
5,none,-2,1,-1,-2,0,2,1,-2,1,14
13,lyrics,-1,-1,2,-1,0,-2,-1,1,-1,15
87,lyrics,1,0,-2,1,0,1,1,2,1,15
75,va,0,-1,-1,1,1,-1,0,0,-1,15
33,none,1,1,-2,2,-1,1,1,2,0,15
2,lyrics,1,1,-1,1,-2,1,2,2,2,15
5,lyrics,-2,1,1,-2,2,2,2,-2,2,15
57,lyrics,1,2,-2,2,2,-2,2,1,2,15
35,va,0,0,-1,1,-1,-2,0,1,-2,15
12,none,2,0,1,1,-2,-1,0,1,0,14
24,none,0,1,-2,0,-2,-2,0,0,0,14
16,va,1,1,-2,1,-1,1,1,0,0,15
96,lyrics,-1,-2,1,-2,0,1,1,-2,0,14
21,lyrics,2,1,-1,0,-2,0,1,0,1,14
32,none,1,0,1,1,-1,-2,0,1,0,14
4,lyrics,1,1,-2,2,1,1,2,0,1,15
40,popular,0,-1,1,2,0,-2,-1,2,-2,15
17,lyrics,1,-1,0,1,-1,-2,-1,1,0,13
76,va,1,1,-1,2,1,-2,1,2,1,15
87,lyrics,1,-1,0,1,0,1,0,1,1,13
38,popular,-1,-1,1,-1,-2,-1,0,-1,0,13
18,lyrics,2,1,-1,1,1,1,2,1,1,13
48,lyrics,1,0,-1,1,-1,0,1,1,1,13
84,va,1,2,0,1,-1,1,1,1,2,13
23,va,1,1,-1,1,0,0,1,1,2,13
55,popular,1,1,-1,1,-1,0,1,1,1,13
50,va,1,1,-1,1,-1,0,1,1,2,13
40,popular,1,1,0,1,-1,-1,1,1,1,13
95,va,1,0,0,1,0,-1,0,1,0,13
6,popular,1,-1,1,1,0,-2,-1,1,-1,13
44,va,1,2,-1,0,-2,0,2,0,2,13
8,lyrics,1,1,-1,2,0,0,1,2,1,13
96,va,1,1,-2,-2,1,2,1,-2,1,13
80,lyrics,1,0,1,0,-2,-2,-1,0,0,14
94,lyrics,0,1,1,0,0,0,0,-1,0,14
31,popular,-1,0,0,0,-2,-2,0,0,0,14
64,lyrics,1,-1,0,0,-2,-2,-1,-1,-1,14
48,none,2,0,1,1,-1,-2,0,1,-1,14
54,none,1,1,0,-1,0,-2,0,1,0,14
43,va,2,2,1,0,-2,1,2,0,2,14
47,none,2,2,2,-2,-2,1,2,-2,2,14
15,lyrics,2,-2,1,-1,-2,-2,-1,-2,-1,14
72,none,1,1,-2,1,-2,-2,1,1,1,14
40,lyrics,2,-1,0,1,-1,-2,0,1,-1,14
16,lyrics,1,1,1,-1,-2,0,-1,0,0,14
91,popular,0,-2,1,-2,-2,-2,-1,-2,-1,14
34,va,1,1,-1,-1,0,1,0,-1,1,13
95,popular,1,1,1,1,1,-2,0,1,0,14
78,va,2,0,0,1,0,-2,0,1,0,14
33,lyrics,1,1,-2,1,-2,0,1,1,0,14
34,popular,1,2,-1,0,-2,-1,1,1,0,14
38,lyrics,-1,-2,2,-2,-2,-2,0,-2,0,14
100,none,1,2,0,1,0,-2,0,1,0,14
10,none,2,2,-2,1,-2,-2,1,1,0,14
7,popular,1,-1,1,0,0,-2,-1,1,-1,14
59,none,-1,1,1,-2,-2,1,2,-2,1,14
39,none,2,2,-2,-1,-2,1,2,-1,1,14
89,none,2,2,-2,0,-2,1,1,0,2,14
71,none,2,-1,1,-1,-1,0,-1,-1,2,2
88,lyrics,-2,-1,-2,-2,-2,-2,0,-2,0,2
54,none,1,-2,-1,-1,-2,-1,-1,1,0,2
70,none,-2,-1,-1,-2,-1,0,1,-2,1,2
36,popular,0,-2,-1,-2,-2,-1,0,-1,0,2
58,va,1,0,-2,-2,-2,-1,1,1,1,2
13,lyrics,-1,-1,0,-1,-1,0,-1,-1,-1,13
47,lyrics,1,1,-1,-1,-1,2,1,-1,1,13
65,none,1,1,-1,-1,-1,1,1,-1,1,13
43,va,0,1,-2,-1,0,1,1,-1,1,2
39,none,1,2,-2,-1,-2,-1,1,0,2,2
13,va,-2,-2,-1,-1,-2,-2,0,-2,-2,2
15,lyrics,-1,-1,0,-2,0,1,0,0,1,2
34,popular,1,1,-2,-1,-2,0,1,1,1,16
64,lyrics,-1,-2,1,1,-2,-2,-1,1,0,16
62,none,-1,1,-2,1,-2,-2,0,1,1,16
94,lyrics,-2,-1,1,-1,-2,1,0,0,1,16
85,none,-2,-1,-1,1,-2,-2,0,1,1,16
2,popular,-1,1,-1,0,-2,-2,0,0,2,16
82,popular,-2,-2,0,0,-2,-2,0,1,0,16
19,lyrics,-1,-2,1,-2,-2,-2,-2,-1,0,16
57,popular,-1,-2,-2,1,-2,-2,0,1,1,16
79,lyrics,-2,-1,2,1,-2,-2,-1,0,1,16
17,none,0,-2,-1,-1,-2,-2,0,0,0,16
48,none,-1,-1,-2,0,-2,-2,0,0,0,16
80,lyrics,-1,-1,0,-1,-2,-2,0,0,0,16
13,va,-1,-2,1,-2,-2,-2,-1,-1,-1,16
18,none,0,1,-1,1,1,1,0,1,1,16
54,none,-1,-2,-2,0,-2,-2,0,1,1,16
92,popular,1,1,-1,1,-1,1,0,1,2,16
4,va,-1,1,1,0,-1,1,0,0,1,16
50,lyrics,0,0,-2,1,-2,-1,0,1,2,16
67,va,-2,-2,1,0,-2,-2,-1,1,-1,16
6,lyrics,-2,-2,1,0,-2,-2,-1,0,0,16
74,lyrics,-1,1,-2,-2,1,1,1,-1,1,16
88,lyrics,-2,0,-2,-2,-2,-2,0,-1,0,16
38,lyrics,-2,-2,1,-2,-2,-2,-1,-1,0,16
30,none,1,0,0,1,-2,-2,0,1,1,16
15,lyrics,-2,-2,1,-2,-2,-1,-1,-1,0,16
41,popular,-1,-2,1,1,-2,0,-1,1,1,16
60,lyrics,-1,-1,-2,-2,-2,-2,0,0,0,16
7,popular,-1,-2,1,1,-2,-2,-1,1,2,16
100,none,0,-2,1,-2,-2,-2,0,0,0,16
73,va,0,1,-2,-2,-2,-1,1,1,1,16
77,lyrics,0,1,-2,-2,0,2,2,0,2,16
63,popular,-1,-2,1,1,-2,-2,0,1,0,16
55,lyrics,1,-1,-2,0,0,0,0,1,1,16
25,none,1,-2,-1,-2,0,-2,0,0,0,16
83,va,-1,1,-2,1,-2,0,1,1,1,16
3,lyrics,1,-1,1,-2,0,-1,0,0,1,16
51,va,-2,1,-2,-2,-2,-2,1,-1,0,16
16,lyrics,-2,-2,1,-1,-2,-2,0,-1,0,16
1,va,1,-2,1,1,-2,-2,0,1,1,16
43,va,-2,-2,2,0,-2,1,-1,-1,2,16
84,lyrics,-2,-1,1,1,-2,-2,0,1,0,16
32,none,1,-2,1,1,-2,-2,0,1,1,16
21,lyrics,-2,1,-1,0,1,1,1,0,1,16
91,popular,-1,-1,1,1,-2,-2,0,1,1,16
33,lyrics,-2,-2,-2,0,-2,-2,0,1,0,16
76,popular,-2,-1,-2,1,-2,-2,0,1,0,16
45,none,-2,-2,1,1,-2,-2,-1,1,-1,16
95,popular,1,0,-1,-1,-1,-2,0,0,0,16
72,none,-2,-1,1,1,-2,1,0,0,1,16
36,popular,0,-2,1,-1,-2,-2,-1,-2,0,16
31,popular,-2,-2,1,-1,-2,-1,-1,0,0,16
27,lyrics,-1,0,1,-2,0,-2,0,-1,0,16
24,none,-2,-2,-2,-2,-2,-2,0,0,-1,16
44,lyrics,0,1,-2,1,-2,-2,1,0,2,16
52,va,-2,-2,0,0,1,1,0,0,1,16
11,none,-2,-2,1,-2,-2,-2,0,0,-1,16
98,va,-2,-2,0,1,-2,-2,0,1,0,16
68,va,0,-2,1,-1,-1,1,-1,0,2,16
66,none,-1,-2,0,-1,0,-2,0,0,0,16
58,va,-2,-1,1,1,-2,-2,-1,0,0,16
78,va,-1,-2,1,1,-2,-2,0,0,1,16
61,none,-2,-2,2,-1,-2,-2,-1,-1,2,16
40,lyrics,-2,-2,-2,0,-2,-2,0,0,-1,16
75,popular,1,-1,-1,-2,-1,-2,0,-1,0,16
81,none,-1,-2,-2,-2,-2,-2,0,0,-1,16
42,none,0,-1,1,1,1,0,0,-1,1,16
77,va,1,2,-2,1,0,1,1,2,2,15
8,none,-1,-2,0,1,-2,-2,-1,1,1,16
56,popular,-1,0,0,0,-1,-2,0,1,0,16
80,va,0,-1,-1,1,-1,0,0,1,0,15
90,lyrics,1,-2,-2,0,-2,-2,0,0,2,16
12,none,0,-1,1,1,-2,-2,0,1,1,16
3,va,1,0,-2,-1,0,-1,-1,-1,-1,15
46,lyrics,-1,0,-1,-1,0,1,0,0,1,16
86,va,-2,-1,1,-2,1,-1,-1,-1,1,15
53,none,0,-1,0,-2,1,1,0,0,0,16
28,popular,1,0,2,0,1,1,-1,0,2,16
49,popular,1,1,-2,1,-1,-2,1,2,2,15
14,va,0,-2,1,1,-2,-2,-1,1,1,16
87,none,1,0,2,1,1,1,-1,1,2,16
26,va,1,1,-2,-1,-2,0,1,0,1,16
20,popular,-2,1,-2,-1,1,-2,-1,-1,2,15
93,lyrics,-2,-1,1,-1,-2,-1,0,0,0,16
26,popular,2,2,-2,2,-1,-2,2,2,2,15
29,va,-1,0,-2,1,0,-1,0,1,1,16
37,popular,1,-2,-2,0,1,1,1,0,1,16
62,lyrics,1,1,-2,1,0,-2,1,1,1,15
20,none,-2,-2,1,-2,-2,1,-1,0,1,16
9,none,1,1,-1,-2,-2,1,1,0,2,16
61,lyrics,-1,1,1,-1,-1,1,-1,-2,1,15
22,popular,-2,-2,-2,1,-2,-2,0,1,0,16
99,va,-1,1,-2,-2,-2,-2,1,0,1,16
96,lyrics,-2,1,-2,-2,1,1,0,-1,1,16
93,popular,0,0,1,-2,-2,1,-1,0,0,15
69,popular,-2,-2,1,0,0,0,0,0,0,16
86,lyrics,-2,-2,1,-2,-1,0,-1,0,0,16
39,lyrics,1,1,-2,1,0,1,1,1,1,15
35,lyrics,1,-2,1,1,-2,-2,0,1,1,16
29,popular,1,0,-2,1,-1,-1,-1,1,-1,15
49,lyrics,0,1,0,-1,0,1,1,-1,1,16
71,none,1,-2,2,-1,-1,-1,-2,0,2,16
7,lyrics,1,1,-2,2,1,0,1,1,0,15
10,none,-1,-2,-1,-2,-2,-2,0,0,0,16
70,none,-2,-2,1,-2,-2,1,-1,-1,0,16
67,lyrics,0,-2,1,1,-2,-2,-2,0,-2,15
89,none,-1,1,-2,-1,-2,1,1,0,1,16
5,none,-2,-1,-2,-2,1,2,0,-1,0,16
6,popular,1,-2,1,1,-2,-2,-2,1,-2,15
65,lyrics,-2,-2,1,-2,-2,-2,0,-1,0,16
47,none,-1,1,-2,-2,-1,1,0,0,0,16
19,va,-2,-2,2,-2,-1,-2,-2,-2,-2,15
59,none,-1,-2,1,-2,-2,-1,-1,-1,0,16
97,none,-1,1,-2,-1,1,2,0,0,1,16
66,va,2,2,-2,2,0,2,2,2,2,15
23,popular,0,-1,-1,1,1,-1,0,1,2,16
39,none,1,1,1,-2,-2,1,1,0,1,16
70,lyrics,-2,-2,1,-2,-2,1,-1,1,1,15
44,va,0,-1,-1,1,-1,1,1,1,1,15
85,lyrics,1,1,-2,2,-1,1,1,2,1,15
55,va,1,2,-2,2,2,1,1,2,1,15
54,va,-1,0,-1,1,-1,-1,0,1,0,15
50,popular,1,1,-2,1,2,1,2,1,2,15
91,none,-1,-2,1,-2,-2,-2,-1,-1,-1,15
88,popular,-2,1,2,-1,0,-2,1,-2,1,15
12,va,-1,-1,-1,-1,-2,-2,-2,0,-1,15
98,none,-2,-2,1,1,-2,-2,0,0,0,16
15,none,0,-2,1,-2,-2,-2,0,0,-1,16
63,none,0,1,-2,1,-1,1,1,1,1,15
59,va,-1,-2,1,-2,-2,1,0,0,0,16
52,popular,-1,1,1,0,0,1,0,0,1,16
20,lyrics,-1,2,-2,-1,-1,0,2,-2,2,15
10,popular,-1,-2,-1,-1,0,-1,-1,0,1,16
13,popular,-2,-2,0,-2,-2,-2,0,0,-1,16
34,none,1,0,0,-2,0,-1,0,0,1,16
31,va,-2,-2,1,-2,-2,-2,-1,0,0,16
90,none,0,-2,-2,1,-2,-2,0,1,1,16
78,lyrics,1,-2,1,1,-2,-2,0,1,1,16
99,lyrics,-1,1,-2,0,-2,-2,1,0,0,16
