m_id,prime,C1,C2,C3,C4,C5,C6,Valence,Arousal,like,u_id
14,none,-2,-2,2,1,-2,-2,-1,1,-2,7
16,va,-1,0,1,-1,0,1,-1,-1,0,9
90,popular,2,0,0,2,-1,-1,0,1,1,9
87,lyrics,2,0,-2,1,0,0,0,1,0,7
87,lyrics,1,2,0,2,1,1,1,1,1,9
28,va,1,1,-1,0,0,1,1,0,1,3
68,popular,1,2,0,1,2,2,1,0,1,9
46,popular,1,2,-2,1,1,1,2,0,2,3
13,lyrics,-1,0,1,-1,0,-1,-1,-1,0,11
22,lyrics,2,0,2,1,-2,-1,-1,1,0,9
67,lyrics,1,-1,1,1,1,1,-1,1,-1,3
12,popular,1,0,0,1,0,0,0,2,2,3
20,popular,-1,1,0,-1,-1,1,0,-1,0,9
35,va,2,1,-2,2,-1,-2,0,2,1,3
48,none,2,1,0,2,-2,1,0,2,0,10
27,va,-1,1,0,0,2,2,1,0,1,9
60,va,2,2,-2,2,-1,0,1,2,2,3
52,none,1,1,0,1,0,0,0,1,1,9
68,popular,1,1,-1,1,1,1,1,1,1,3
77,va,2,1,-2,1,-2,-2,2,2,1,7
99,popular,1,2,0,2,0,0,1,1,2,9
71,none,2,2,-2,1,-2,1,2,1,2,10
11,va,-2,0,0,-2,-1,-1,-1,-1,-1,3
54,popular,1,0,0,1,-1,0,0,1,0,11
90,popular,1,0,0,1,-2,0,1,1,0,7
6,popular,0,0,1,0,0,-2,-1,-1,-1,9
18,lyrics,1,1,-1,1,-1,0,0,2,2,3
24,va,-1,-1,1,-2,2,0,-2,-2,-2,11
65,lyrics,0,-1,1,-1,-2,1,0,0,1,10
81,popular,1,0,0,1,-1,-1,0,1,0,9
6,popular,-1,-1,1,1,-1,-2,-2,-2,1,3
19,va,-1,-1,1,-2,-2,-2,-1,-2,0,11
82,none,0,0,0,1,-1,-1,0,0,0,11
59,popular,0,1,0,-1,0,1,1,0,0,9
18,none,2,0,0,2,1,-2,0,2,-2,10
95,va,-1,1,1,1,-1,-1,-1,1,-1,9
83,none,0,1,0,2,-2,-2,0,0,0,7
72,lyrics,1,1,0,1,-1,1,0,1,1,9
1,none,0,0,1,0,1,0,0,1,1,9
95,va,1,0,1,1,0,1,0,1,0,11
71,va,1,1,1,-1,1,1,1,-1,1,11
28,va,1,2,1,1,1,1,2,1,2,9
30,va,1,0,0,0,0,-1,-1,1,-1,9
45,popular,1,0,1,1,0,0,0,1,0,11
58,popular,1,0,0,2,-2,-2,-1,2,-1,7
51,lyrics,-1,1,2,-1,2,0,-1,-1,-2,9
58,popular,2,0,0,2,0,0,-1,2,-1,9
10,va,1,1,-1,0,-1,1,1,-1,-1,3
9,va,1,1,-2,1,-2,2,1,1,1,7
21,va,2,2,-2,1,2,2,2,1,2,3
60,va,0,0,0,1,0,0,0,1,0,9
10,va,-1,-1,-2,0,-2,0,0,1,0,7
49,popular,2,1,0,1,0,0,0,1,0,9
19,va,-2,-2,2,-2,-2,-2,-2,-2,-2,7
66,va,1,1,0,0,0,1,1,-1,0,9
94,va,1,1,0,1,1,2,1,0,1,9
79,va,2,1,1,2,0,1,1,2,2,9
85,lyrics,0,0,2,2,-2,-1,0,2,-1,7
26,popular,1,1,0,1,-1,-1,0,1,0,9
8,lyrics,2,0,0,2,-2,-2,-1,2,0,9
31,lyrics,-2,0,-2,-1,-2,0,0,0,0,7
64,none,-1,-2,1,-2,1,-2,-2,-2,-2,9
74,va,-2,1,-2,-1,-1,1,0,-1,0,9
44,va,0,1,-2,0,-2,1,1,1,0,7
29,popular,1,-1,1,1,-1,0,-1,1,1,9
70,lyrics,0,1,1,-2,0,2,1,-1,0,11
12,va,1,0,1,1,-1,1,0,-1,0,9
40,popular,1,0,0,1,0,0,0,1,0,11
14,none,1,0,1,1,-1,-1,-1,1,0,11
46,va,-1,-1,1,-1,0,1,-1,-1,-1,9
7,lyrics,1,0,1,1,-1,-1,0,1,0,11
42,none,1,0,0,1,0,-1,0,0,1,12
34,lyrics,-1,-1,1,1,-1,-1,-1,-1,0,9
59,none,-1,-1,0,-1,-1,0,0,-1,0,12
57,lyrics,0,0,0,0,0,0,0,0,0,11
85,none,1,0,1,2,-1,-1,0,2,2,12
40,lyrics,0,0,0,1,-1,0,0,1,0,12
41,popular,0,-1,0,0,-2,0,0,0,0,12
70,none,-1,1,0,0,-1,0,0,-1,-1,12
53,none,0,0,-1,0,1,0,1,1,0,12
70,popular,-1,-1,0,-2,-1,1,0,-2,0,9
38,none,-1,-1,1,-1,0,0,0,-2,0,9
94,lyrics,1,1,-1,-1,-1,0,1,0,1,12
44,lyrics,0,2,0,-1,-2,0,1,0,2,12
100,lyrics,2,2,-1,1,1,0,1,1,2,9
16,none,-1,-1,1,0,0,0,-1,-2,0,9
62,none,0,0,-1,1,-1,0,0,0,0,12
11,none,-1,-1,0,-1,-2,0,-1,-1,-1,12
50,lyrics,1,-1,1,0,0,0,-1,0,2,12
58,va,1,1,0,1,-1,-1,0,1,0,12
86,lyrics,0,-1,1,-1,-1,0,-1,0,0,12
48,none,0,0,0,1,1,0,0,1,0,12
24,popular,-1,1,-1,-2,1,-2,0,-2,-2,9
24,va,-2,-2,-2,-2,-1,-2,-1,-2,-2,5
35,lyrics,0,1,-1,2,0,0,0,2,0,12
3,lyrics,0,1,0,0,1,0,1,0,1,12
80,lyrics,0,0,0,0,1,0,-1,0,0,12
20,none,-1,1,0,-1,0,0,0,-1,0,12
100,none,1,1,-1,1,-1,-1,0,0,0,12
84,lyrics,0,1,0,1,-2,0,0,0,2,12
2,popular,0,0,1,1,-1,0,0,1,1,12
33,va,1,-1,-1,0,-1,1,0,0,0,9
5,none,-1,2,-2,-2,1,2,1,0,-1,12
95,popular,0,0,1,0,0,0,0,0,0,12
24,none,0,-1,0,-1,2,-1,0,-1,-1,12
29,va,0,-1,0,1,-1,-1,-1,1,0,12
4,popular,-1,0,1,0,-1,1,-1,0,1,9
27,lyrics,-1,-1,1,-1,0,0,-1,0,-1,12
3,none,-1,1,-1,-1,1,0,1,0,0,9
74,none,-1,0,0,-1,1,0,0,-2,0,9
43,va,0,1,0,0,1,0,1,0,0,12
4,va,-1,0,0,-1,0,1,0,0,1,12
20,lyrics,0,1,-1,-1,-1,1,0,-1,1,9
13,none,-1,-1,1,-2,0,-2,-1,-2,-2,9
19,lyrics,-2,-1,1,-2,1,-1,-1,-1,-1,12
18,va,1,2,0,1,0,1,0,1,1,9
72,none,1,0,0,1,0,0,0,0,0,12
10,lyrics,2,1,-1,0,1,1,0,0,1,9
78,va,1,0,0,2,1,-1,0,1,0,12
35,none,2,1,0,2,0,0,1,1,-1,9
76,lyrics,1,-1,-1,1,0,-1,0,1,0,9
22,popular,0,0,0,1,-1,0,0,1,-1,12
15,lyrics,0,-1,1,1,-1,-1,-1,0,-1,12
74,lyrics,0,1,1,-2,1,-1,0,-1,-1,12
9,none,1,1,-1,0,0,0,0,0,0,12
38,lyrics,-2,-2,2,-2,0,0,-1,0,-1,12
65,lyrics,0,-1,1,-1,-1,0,-1,0,0,12
60,lyrics,-1,-1,0,-1,0,0,0,0,0,12
17,none,0,-1,1,1,-1,-1,-1,0,-1,12
59,lyrics,-1,1,0,0,0,0,-1,-1,0,9
30,none,0,-1,1,0,-1,-2,-1,0,-1,12
47,none,1,2,-1,0,0,2,1,0,1,12
83,va,0,1,-1,1,1,1,1,0,0,12
51,va,1,1,0,-2,-1,0,0,0,0,12
34,popular,0,1,-1,0,-1,0,0,0,1,12
75,popular,0,-1,1,-1,1,-1,-1,0,-1,12
55,lyrics,0,0,0,-1,1,0,0,0,1,12
64,lyrics,0,0,0,0,0,-1,-1,-1,-1,12
19,va,-2,-2,1,-2,-2,-2,-1,-2,0,5
25,none,0,-1,0,-2,2,0,-1,-1,-1,12
81,none,0,0,1,1,-1,-1,-1,0,0,12
84,popular,0,1,0,-1,0,1,0,-1,0,9
52,lyrics,1,2,0,0,0,0,2,1,2,9
48,popular,1,1,0,1,1,0,0,1,1,9
88,none,-2,-2,2,-2,-2,-2,0,-2,0,5
67,popular,-1,-1,1,0,0,0,-1,0,-1,9
27,popular,-1,0,1,-1,1,1,0,-1,1,9
26,lyrics,1,1,0,-1,0,0,1,0,1,9
37,none,1,1,0,0,2,1,1,0,1,9
81,va,1,0,1,-1,-1,-2,0,-1,-1,9
98,popular,1,0,1,2,-1,0,0,2,1,9
2,lyrics,-1,1,-2,2,-2,-1,0,2,0,5
86,none,-1,1,0,-1,0,1,0,0,1,9
95,lyrics,0,1,0,1,0,0,0,0,0,9
53,lyrics,2,1,0,2,0,1,2,1,1,9
20,popular,-2,-2,0,-2,-2,-1,0,-1,0,5
82,va,1,1,-1,1,-1,0,0,1,0,9
96,popular,-1,1,0,-2,1,0,0,-2,-1,9
35,va,0,-1,-2,2,-2,-2,0,2,-1,5
43,popular,1,2,0,2,1,1,1,1,2,9
15,popular,0,1,1,-1,0,1,0,-1,0,9
31,none,0,1,-1,-1,0,1,0,-1,0,9
82,none,-1,-1,0,1,-2,-2,0,1,-2,5
73,lyrics,2,1,0,2,0,0,1,2,2,9
6,va,1,0,1,1,1,0,0,1,0,9
8,va,2,0,0,2,0,0,-1,2,-1,9
44,none,1,2,0,1,0,1,2,1,2,9
66,va,-1,0,-2,1,-2,-2,1,1,1,5
66,lyrics,1,1,0,0,0,0,1,0,0,9
44,va,1,2,-1,1,-2,0,1,1,1,5
52,none,0,1,-1,0,-2,-1,1,1,0,5
9,va,0,2,-1,-1,-2,0,1,1,1,5
71,popular,1,2,0,1,1,1,2,0,2,9
72,popular,2,1,0,2,0,0,2,1,1,9
40,none,1,1,0,2,0,0,0,1,0,9
65,va,0,1,2,-1,-1,1,0,-1,2,9
5,va,0,1,-1,-2,2,2,2,-1,2,9
83,popular,1,2,-1,2,0,2,2,0,2,9
85,va,2,2,0,2,-1,-1,1,2,1,9
87,popular,1,1,0,0,0,0,0,1,1,9
7,none,2,0,0,2,0,-1,0,1,0,9
94,none,0,2,0,1,0,0,1,1,1,9
97,popular,1,2,0,1,0,1,1,1,2,9
47,popular,1,0,0,-1,-1,0,0,1,0,9
36,va,-1,0,1,0,-1,0,0,0,0,9
88,popular,0,-1,1,-2,-1,-1,-1,-1,-1,9
56,lyrics,2,-1,1,1,0,0,0,1,0,9
25,lyrics,0,1,0,-1,0,1,0,-1,1,9
91,none,0,0,1,-1,0,-1,0,-1,0,9
77,none,1,2,0,1,0,2,2,1,2,9
17,popular,1,0,1,1,0,-1,-2,1,0,9
19,none,-1,0,1,-1,0,-2,-1,-1,-2,9
80,none,0,0,1,1,-1,-1,-1,1,0,9
93,none,1,1,0,0,0,0,0,1,0,9
51,popular,-1,-1,1,-2,0,0,0,-1,-1,9
68,lyrics,2,1,1,1,0,1,1,1,1,9
23,lyrics,1,2,0,0,0,1,1,1,1,9
39,va,0,2,0,-1,0,1,1,0,1,9
75,lyrics,0,1,0,-1,0,0,0,0,0,9
89,lyrics,0,2,0,0,0,2,1,0,1,9
11,popular,-1,0,0,-1,0,0,0,-1,0,9
29,lyrics,0,1,0,0,0,0,0,0,0,9
57,va,2,1,0,2,1,-1,0,2,2,9
1,popular,0,0,1,0,0,-1,-1,-1,0,9
50,popular,-1,1,0,0,0,0,0,1,1,9
69,va,1,0,0,-1,0,-1,-1,-1,0,9
21,none,0,1,0,0,1,2,1,1,2,9
61,va,0,1,0,-1,0,1,0,-1,0,9
79,popular,2,1,0,2,0,0,1,2,2,9
2,va,1,0,1,2,-1,1,0,1,2,9
49,none,1,1,0,0,0,0,1,1,1,9
62,popular,1,1,0,1,0,0,0,1,1,9
42,lyrics,1,1,1,1,0,0,1,1,1,9
90,va,1,0,1,1,-1,-1,-1,1,0,9
99,none,1,1,0,1,0,0,1,1,0,9
64,va,-1,-1,1,-1,-1,-2,-2,-1,-2,9
54,va,1,-1,1,1,-1,-1,-1,1,0,9
22,va,1,0,2,0,-1,-1,-2,0,-1,9
58,lyrics,0,0,1,1,0,0,-1,1,0,9
9,popular,0,0,1,0,0,1,1,0,1,9
63,none,0,0,1,1,0,-1,-1,1,-1,9
28,none,2,1,-1,1,1,1,2,0,2,9
60,none,1,1,0,0,0,1,1,0,0,9
78,none,1,0,1,1,0,0,0,0,0,9
55,va,0,2,0,0,2,2,2,1,2,9
45,lyrics,-1,-1,1,0,0,0,-1,0,0,9
92,none,1,1,0,1,1,1,1,0,1,9
41,va,1,0,1,1,-1,-1,-1,1,0,9
30,lyrics,1,0,1,2,-1,-1,0,1,0,9
14,popular,1,0,0,1,0,0,-1,1,0,9
32,popular,0,1,1,1,-1,1,1,0,1,9
82,none,1,0,0,2,-2,-1,-1,2,1,13
45,popular,1,-1,-1,1,0,0,-1,1,0,13
62,lyrics,1,1,-1,1,-2,-1,1,1,1,13
19,va,-2,-2,2,-2,1,-1,-1,-2,-2,13
100,va,1,0,1,1,-1,-1,0,1,0,13
68,popular,1,1,0,2,-2,1,1,1,2,13
85,lyrics,1,0,1,2,-1,0,0,2,1,13
80,va,1,-1,1,1,0,0,0,1,0,13
5,lyrics,-1,2,-1,-2,0,2,1,-2,2,13
99,popular,1,1,-1,1,-2,-1,1,1,2,13
89,popular,1,2,-1,0,-1,1,2,0,2,13
52,none,1,1,0,0,0,1,1,0,0,11
92,va,0,0,0,0,1,0,0,0,0,11
36,none,-1,0,1,-2,-1,1,-1,-2,0,11
59,popular,0,1,1,-2,0,1,0,-2,0,11
43,none,1,1,1,1,0,0,1,1,1,11
37,lyrics,-1,-1,-1,-1,1,-1,0,0,0,11
32,va,1,1,0,2,0,0,1,2,2,11
46,popular,0,1,0,1,1,1,1,1,0,11
1,none,-1,-1,1,0,1,0,0,1,0,11
44,va,2,1,0,1,-1,0,2,1,0,11
99,popular,1,0,0,0,-1,-1,0,0,0,11
2,lyrics,1,0,1,1,-1,1,0,1,0,11
85,lyrics,2,1,1,2,-1,-1,1,2,1,11
21,va,1,1,1,0,1,1,1,0,0,11
79,va,2,1,1,2,-1,1,1,2,1,11
26,popular,2,1,-1,1,-1,-1,2,1,2,11
42,va,1,0,1,1,0,1,0,1,1,11
75,va,0,1,1,-1,1,0,-1,-1,0,11
30,va,1,1,0,2,-1,-1,1,2,1,11
8,lyrics,1,-1,1,1,-2,-1,0,1,0,11
31,lyrics,1,1,0,-1,-1,1,1,-1,1,11
64,none,1,0,2,1,-2,-2,-1,0,0,11
55,popular,1,0,0,1,1,1,0,0,0,11
3,va,1,1,0,0,1,0,1,0,1,11
83,none,2,1,0,1,1,2,1,0,1,11
67,lyrics,-1,-1,1,0,1,-1,0,0,-1,11
61,lyrics,0,1,1,0,-1,1,-1,-1,0,11
91,va,1,0,0,1,-1,0,0,0,0,11
80,va,1,1,1,1,0,1,1,1,1,11
66,va,2,2,0,0,1,1,1,0,1,11
41,lyrics,0,-1,1,1,-2,0,0,1,0,11
48,lyrics,1,0,0,1,1,1,0,1,0,11
100,va,1,0,0,1,1,0,0,0,0,11
62,lyrics,2,1,1,1,-1,-1,1,1,1,11
76,va,1,0,0,1,1,0,0,1,0,11
16,va,1,0,1,1,-1,1,0,0,1,11
58,popular,1,0,0,1,1,0,0,1,0,11
54,va,1,0,1,1,0,1,0,0,0,11
36,none,-1,-1,1,-1,-1,0,-1,-1,0,13
74,va,-1,-2,1,-2,1,0,-1,-1,-2,13
42,va,1,1,0,1,-1,0,0,1,0,13
7,lyrics,1,0,0,1,-2,0,0,1,0,13
33,none,1,1,-1,0,-1,1,1,0,1,13
90,popular,1,0,-1,1,0,0,0,1,0,13
37,lyrics,1,1,-1,0,2,0,1,0,0,13
97,lyrics,1,1,0,0,-2,1,1,0,1,13
41,lyrics,1,-1,1,1,-1,-1,-1,1,-1,13
70,lyrics,-1,1,1,-2,-1,1,1,-2,1,13
11,va,-2,1,1,-2,-1,-1,1,-2,0,13
72,lyrics,1,1,0,1,-2,1,1,1,1,13
9,popular,2,2,-1,1,1,1,2,1,2,11
69,va,0,0,1,0,-1,-1,0,0,0,11
11,popular,-1,0,1,-1,-1,0,0,0,0,11
41,va,1,0,1,2,-2,0,0,2,0,11
22,va,1,0,1,1,-1,1,0,1,1,11
21,none,1,1,0,1,1,1,1,1,0,11
73,lyrics,2,1,0,2,-1,1,2,2,1,11
2,va,1,1,0,1,-1,0,1,1,1,11
35,none,1,0,1,1,-2,-2,0,1,1,11
98,popular,1,1,1,1,0,0,1,1,1,11
83,popular,1,2,0,1,1,1,1,1,1,11
85,va,2,1,1,2,-2,-1,1,2,1,11
24,popular,-1,-1,1,-2,2,-1,-1,-2,-2,11
91,none,1,1,1,1,-1,0,0,0,0,11
5,va,-1,0,1,-2,2,2,0,-2,-1,11
17,popular,1,-1,1,1,-2,0,0,1,1,11
51,popular,1,1,1,-1,1,1,1,-1,0,11
3,none,2,1,-1,1,1,1,1,1,1,11
89,lyrics,2,2,-1,1,1,2,2,1,2,11
67,popular,-1,-1,1,0,1,-1,-1,0,-1,11
28,none,2,1,1,1,1,1,1,1,1,11
43,popular,1,0,1,1,-1,1,0,1,1,11
96,popular,0,0,1,0,1,1,0,0,0,11
8,va,1,0,1,2,-1,-1,0,2,0,11
90,va,1,0,0,2,-2,-1,0,2,1,11
63,lyrics,0,-1,1,1,-2,-1,-1,1,1,5
53,lyrics,1,1,-1,1,-1,0,1,1,1,11
86,va,-2,-2,0,-2,-2,-1,0,0,-1,5
38,none,0,1,1,-2,-1,0,1,-2,0,11
88,popular,0,1,1,-1,-1,0,0,-1,0,11
34,va,1,0,0,-1,-1,-1,0,0,0,5
19,none,0,0,2,-1,-1,-1,-1,-1,0,11
64,va,1,0,2,0,-2,-2,-1,0,0,11
83,none,1,1,-2,-1,1,0,1,0,0,5
34,lyrics,2,2,1,1,-1,0,1,1,1,11
49,none,1,1,-1,1,-1,0,1,1,1,11
81,popular,0,-1,-2,0,-2,-2,0,0,-2,5
62,popular,2,1,1,1,0,0,1,1,1,11
79,popular,2,1,1,2,-1,1,1,2,1,11
40,popular,0,-2,-1,1,-2,-2,0,2,0,5
17,lyrics,-2,-2,1,-2,1,-2,-1,0,-1,5
70,lyrics,-1,-1,0,-2,-2,1,0,-2,0,5
74,none,-1,-1,1,-2,1,1,0,-1,-1,11
13,none,0,0,1,-1,-2,0,0,-1,0,11
50,va,-2,-2,-2,0,-2,-2,0,0,0,5
7,none,1,1,1,1,-1,0,1,1,2,11
56,lyrics,1,0,1,1,-2,-1,0,1,1,11
92,none,1,0,0,0,1,0,0,0,0,11
32,popular,2,1,0,1,-1,0,1,1,2,11
36,va,0,1,1,-2,-2,0,0,-2,1,11
1,popular,1,0,1,0,1,0,0,0,0,11
97,popular,1,1,0,1,1,1,1,1,0,11
63,none,1,1,1,1,-1,1,1,1,1,11
81,va,1,0,1,1,-2,-2,0,1,0,11
94,none,1,1,1,1,0,1,1,1,0,11
65,va,-1,-1,2,-2,-2,1,-2,-2,0,11
42,lyrics,1,0,1,1,1,0,0,1,1,11
16,none,1,0,1,0,-1,1,0,0,1,11
61,va,0,0,1,-1,-1,0,0,0,0,11
46,va,1,1,0,1,0,1,1,1,1,11
20,lyrics,0,0,1,-1,-1,-1,0,-1,0,11
40,none,1,0,1,1,-1,-1,0,1,0,11
59,popular,-2,-1,2,-2,-2,2,1,-2,1,5
6,va,0,-1,1,1,-2,-2,-1,1,0,11
30,lyrics,1,-1,1,1,-2,-1,0,1,1,11
47,lyrics,0,-1,0,-2,-2,-2,0,0,-1,5
99,none,1,1,-2,1,0,0,1,0,0,11
92,va,1,-1,-2,0,-1,-1,0,1,1,5
54,popular,-1,-2,0,0,-2,-1,0,0,-1,5
69,lyrics,0,-2,1,-1,0,-1,-1,0,0,5
26,popular,0,-1,-2,-1,-2,-2,0,1,0,5
91,va,-2,-2,1,-2,-2,-2,-1,0,-1,5
27,va,-1,-2,-1,-2,2,-1,0,-2,-1,5
71,va,1,0,-1,-2,-2,0,0,-1,2,5
59,lyrics,0,1,1,-1,-1,1,1,-1,0,11
12,va,1,1,0,1,-2,-1,1,1,2,11
14,popular,1,0,1,1,-2,0,0,1,0,11
78,popular,0,-1,-1,2,-2,-2,0,2,0,5
50,popular,1,1,1,1,-1,0,1,1,1,11
44,none,1,1,-1,1,0,1,1,1,1,11
4,popular,1,0,1,0,0,1,0,1,0,11
57,va,0,0,0,0,0,-1,0,0,0,11
60,none,1,0,0,1,0,0,0,0,0,11
37,none,0,-1,1,0,1,0,0,0,-1,11
66,lyrics,2,2,-1,1,1,1,2,1,1,11
86,none,0,0,0,0,-1,1,0,0,0,11
58,lyrics,1,0,1,1,1,1,0,1,0,11
33,va,1,0,1,1,1,1,0,1,0,11
68,lyrics,2,1,1,1,1,1,1,1,2,11
72,popular,1,1,1,1,-1,1,1,1,1,11
10,lyrics,1,1,0,1,1,1,1,1,0,11
80,none,2,1,1,1,0,1,1,1,1,11
78,none,1,1,1,1,0,-1,1,1,1,11
23,lyrics,2,1,-1,1,1,1,1,1,1,11
22,lyrics,0,-2,0,1,-2,-1,-1,1,0,5
12,popular,-1,-2,0,1,-2,-2,0,1,0,5
76,va,0,-2,-1,1,-2,-2,0,1,-1,5
51,lyrics,-1,-1,0,-2,0,-2,-1,-2,-1,5
53,popular,0,0,-2,0,2,-2,0,0,0,5
85,lyrics,0,-1,-1,2,-2,0,0,1,0,5
43,none,0,0,-1,-2,-1,1,0,0,1,5
97,lyrics,0,0,-2,0,2,1,1,0,0,5
4,lyrics,-1,-2,0,-2,-2,-1,1,-1,2,5
30,va,1,0,-2,1,0,-2,0,1,-1,5
14,none,-1,-2,0,0,-2,-2,-1,0,0,5
8,lyrics,0,-2,-1,-2,-1,-2,0,0,0,5
21,va,1,1,-1,-1,0,2,1,-1,1,13
25,popular,1,1,-1,-1,0,0,0,-1,0,13
91,va,1,1,-1,0,-1,0,1,0,0,13
100,va,-1,-1,-2,-1,1,-2,0,0,-1,5
26,popular,1,1,-1,1,-1,-1,1,1,1,13
79,va,1,2,-1,1,-2,1,1,1,1,13
46,popular,1,1,-2,0,-1,1,1,0,1,13
14,none,1,-1,1,1,-1,-1,-1,1,-1,13
74,va,-2,-2,0,-2,2,0,0,-2,0,5
61,lyrics,-1,0,-1,-1,-1,0,1,-1,1,13
52,none,1,1,-1,-1,-1,1,1,-1,1,13
49,popular,1,1,-1,0,-1,1,1,-1,1,13
24,va,-1,-1,1,-1,1,0,-1,-1,-2,13
92,va,1,1,-1,2,-1,0,0,1,1,13
93,popular,1,1,-1,1,-1,0,1,1,1,13
66,va,1,1,-1,1,1,0,1,0,0,13
15,va,-2,-2,2,-2,-2,-2,-2,-1,0,5
25,lyrics,1,0,0,0,0,0,0,0,-1,11
93,none,1,1,1,1,-1,1,1,0,1,11
55,va,1,0,0,1,1,0,0,1,1,11
27,popular,-1,-1,1,-1,1,0,0,-1,-1,11
31,none,1,1,-1,0,-1,1,1,0,1,11
70,popular,-1,0,1,-1,-2,0,0,-1,0,11
48,popular,1,0,-1,1,1,0,0,1,0,11
84,popular,2,1,1,1,-2,1,1,1,2,11
95,lyrics,0,0,1,1,-2,-1,0,1,0,11
39,va,2,2,-2,1,1,2,2,1,2,11
52,lyrics,1,1,1,1,0,1,1,1,1,11
71,popular,1,0,1,0,1,1,1,0,1,11
15,popular,-1,-1,1,-1,-1,1,-1,-1,0,11
47,popular,2,1,1,0,1,2,1,1,1,11
29,lyrics,1,0,1,1,1,1,0,1,1,11
82,va,1,0,1,1,-1,-1,0,1,-1,11
26,lyrics,2,2,-2,1,0,0,2,1,2,11
77,none,0,1,-1,0,2,2,1,0,0,11
45,lyrics,1,0,1,1,-2,-1,0,1,1,11
75,lyrics,1,-1,1,0,-1,0,0,-1,0,11
76,lyrics,1,0,1,1,-1,-1,0,1,0,11
100,lyrics,0,0,0,0,1,0,0,0,0,11
87,popular,1,0,1,1,1,2,1,1,2,11
18,va,1,0,1,2,1,0,0,1,1,11
78,popular,1,1,0,2,0,1,1,1,2,3
24,va,-1,1,-2,-1,0,0,2,-2,1,3
72,lyrics,1,1,-2,1,0,1,1,2,2,3
14,none,1,0,-1,1,-1,0,0,1,1,3
69,lyrics,1,-1,1,1,1,0,0,1,1,3
86,va,1,0,0,1,1,1,0,0,1,3
22,lyrics,1,0,-1,1,0,0,0,1,1,3
47,lyrics,1,1,-1,1,0,2,2,1,2,3
80,va,0,0,1,1,-2,1,0,1,0,7
100,va,0,0,0,0,-2,0,-1,0,-1,7
62,lyrics,1,0,-2,1,-2,-2,0,1,0,7
22,lyrics,1,0,1,1,-2,0,-1,1,0,7
41,lyrics,-1,-1,2,2,0,0,-1,2,0,7
28,va,2,1,-2,1,0,0,1,1,0,7
36,none,-1,0,0,-1,-2,0,-2,-1,-1,7
66,va,1,2,-2,0,-2,0,-2,1,2,7
61,lyrics,-1,0,-2,0,-2,0,1,-1,0,7
39,lyrics,1,2,-2,0,-1,0,1,1,0,7
88,none,-1,0,-2,-1,-2,-2,0,-1,-1,7
26,popular,1,1,-2,0,-2,-2,1,1,1,7
68,popular,1,1,-2,0,0,0,-1,1,0,7
63,lyrics,1,0,-1,2,-2,0,0,2,0,7
25,popular,0,1,-2,-2,-2,1,0,-2,-1,7
52,none,1,0,-1,2,-2,0,1,2,1,7
46,popular,0,2,-2,1,0,1,1,1,0,7
76,va,2,1,-2,2,0,-2,0,2,0,7
8,lyrics,-2,-2,2,2,-2,-2,-2,2,0,7
79,va,2,2,-2,2,-2,1,2,2,2,7
16,va,1,2,-2,-2,0,0,2,1,2,7
27,va,-1,0,0,-1,1,0,0,-1,0,7
3,va,-1,0,-2,0,-1,-1,1,0,1,7
53,popular,1,2,-2,1,-2,0,0,0,0,7
53,popular,1,1,0,1,1,1,1,1,1,3
1,none,0,0,0,0,1,1,0,0,0,3
3,va,1,2,-2,0,1,1,2,0,1,3
38,popular,0,-1,1,0,-2,-2,0,0,1,3
62,lyrics,1,0,-1,1,-1,-1,0,1,-1,3
76,va,1,0,-1,1,-1,0,1,1,0,3
52,none,1,1,-1,-1,0,1,1,0,0,3
13,lyrics,0,-1,1,0,-1,-1,0,-2,2,3
27,va,0,0,1,0,0,1,0,0,0,3
85,lyrics,1,0,-1,1,-1,0,0,1,0,3
26,popular,1,0,-1,1,-1,-1,0,1,2,3
77,va,1,2,-2,0,2,2,2,1,2,3
90,popular,2,0,1,1,1,1,0,1,2,3
80,va,-1,-1,1,1,0,0,-1,1,0,3
33,none,1,0,0,1,0,0,0,1,-1,3
70,lyrics,0,1,-1,-1,0,1,1,-1,1,3
96,va,0,1,-1,-1,1,1,1,-1,1,3
75,va,0,0,0,0,0,0,0,-1,-2,3
74,va,-1,0,0,0,2,0,0,0,0,3
7,lyrics,1,1,-1,2,0,1,1,1,2,3
43,none,1,1,-1,0,0,2,2,0,1,3
49,popular,1,1,-1,1,0,0,0,1,2,3
15,va,-1,-1,1,-1,-1,1,-1,-2,2,3
32,va,1,1,-1,2,-1,1,1,1,2,3
94,va,1,2,-2,2,1,1,1,1,2,3
66,va,1,1,-2,1,0,0,1,1,2,3
83,none,1,2,-2,0,2,2,2,0,2,3
50,va,1,1,-2,1,1,0,0,2,2,3
58,popular,1,1,-1,1,0,0,1,1,0,3
91,va,0,1,2,1,0,0,-1,-1,2,3
20,popular,0,1,1,-1,0,1,0,-2,2,3
60,lyrics,2,2,-2,2,-2,-2,2,1,2,14
85,none,1,0,1,1,1,-2,0,1,0,14
58,va,1,0,1,1,1,-2,1,0,0,14
51,va,1,1,1,-2,-2,1,2,-2,1,14
93,lyrics,1,1,-2,0,-2,0,1,-1,0,14
57,popular,1,1,-2,2,0,-2,1,2,0,14
44,lyrics,1,2,1,-1,-2,1,2,-1,1,14
74,lyrics,-2,-1,-1,-2,2,-2,-1,-1,-1,14
22,popular,1,0,0,1,-2,-2,-1,1,0,14
